marker,position,absolute_pos,n_tokens,emotion,task,split,file_id
and,1.0,34,35,1,6way,train,Ses04M_impro03_
so,0.125,1,9,4,6way,train,Ses04M_impro03_
so,1.0,8,9,4,6way,train,Ses04M_impro03_
so,0.90625,29,33,1,6way,train,Ses04M_impro03_
but,0.375,12,33,1,6way,train,Ses04M_impro03_
and,0.6875,22,33,1,6way,train,Ses04M_impro03_
well,0.0,0,6,-1,6way,train,Ses04M_impro03_
like,0.38461538461538464,15,40,4,6way,train,Ses04M_impro03_
like,0.5128205128205128,20,40,4,6way,train,Ses04M_impro03_
like,0.6666666666666666,26,40,4,6way,train,Ses04M_impro03_
like,0.9743589743589743,38,40,4,6way,train,Ses04M_impro03_
and,0.20512820512820512,8,40,4,6way,train,Ses04M_impro03_
like,0.06666666666666667,4,61,1,6way,train,Ses04M_impro03_
like,0.48333333333333334,29,61,1,6way,train,Ses04M_impro03_
so,0.4166666666666667,25,61,1,6way,train,Ses04M_impro03_
so,0.9166666666666666,55,61,1,6way,train,Ses04M_impro03_
but,0.0,0,61,1,6way,train,Ses04M_impro03_
but,0.38333333333333336,23,61,1,6way,train,Ses04M_impro03_
and,0.15,9,61,1,6way,train,Ses04M_impro03_
and,0.6,36,61,1,6way,train,Ses04M_impro03_
so,0.9142857142857143,32,36,1,6way,train,Ses04M_impro03_
and,0.0,0,36,1,6way,train,Ses04M_impro03_
and,0.8285714285714286,29,36,1,6way,train,Ses04M_impro03_
and,0.9714285714285714,34,36,1,6way,train,Ses04M_impro03_
maybe,0.8857142857142857,31,36,1,6way,train,Ses04M_impro03_
and,0.0,0,7,-1,6way,train,Ses04M_impro03_
well,0.0,0,14,-1,6way,train,Ses04M_impro03_
so,1.0,3,4,-1,6way,train,Ses04M_impro03_
i mean,0.0625,1,17,1,6way,train,Ses04M_impro03_
well,0.0,0,17,1,6way,train,Ses04M_impro03_
and,0.0,0,2,-1,6way,train,Ses04M_impro03_
and,0.15384615384615385,2,14,1,6way,train,Ses04M_impro03_
so,0.7777777777777778,7,10,1,6way,train,Ses04M_impro03_
well,0.1111111111111111,1,10,1,6way,train,Ses04M_impro03_
maybe,0.2222222222222222,2,10,1,6way,train,Ses04M_impro03_
maybe,0.5555555555555556,5,10,1,6way,train,Ses04M_impro03_
and,0.5,2,5,4,6way,train,Ses04M_impro03_
so,0.0,0,13,3,6way,train,Ses04M_impro03_
so,0.75,9,13,3,6way,train,Ses04M_impro03_
like,0.6,18,31,5,6way,train,Ses04M_impro04_
oh,0.0,0,31,5,6way,train,Ses04M_impro04_
like,0.03389830508474576,2,60,5,6way,train,Ses04M_impro04_
like,0.3050847457627119,18,60,5,6way,train,Ses04M_impro04_
like,0.4576271186440678,27,60,5,6way,train,Ses04M_impro04_
like,0.6440677966101694,38,60,5,6way,train,Ses04M_impro04_
like,0.9491525423728814,56,60,5,6way,train,Ses04M_impro04_
so,0.559322033898305,33,60,5,6way,train,Ses04M_impro04_
you know,0.3559322033898305,21,60,5,6way,train,Ses04M_impro04_
so,0.625,5,9,3,6way,train,Ses04M_impro04_
well,0.0,0,9,3,6way,train,Ses04M_impro04_
like,0.4,6,16,5,6way,train,Ses04M_impro04_
and,0.8,12,16,5,6way,train,Ses04M_impro04_
like,0.8666666666666667,13,16,5,6way,train,Ses04M_impro04_
and,0.4,6,16,5,6way,train,Ses04M_impro04_
like,0.4,2,6,3,6way,train,Ses04M_impro04_
like,0.23076923076923078,3,14,3,6way,train,Ses04M_impro04_
maybe,0.7692307692307693,10,14,3,6way,train,Ses04M_impro04_
like,0.18181818181818182,2,12,3,6way,train,Ses04M_impro04_
like,0.9090909090909091,10,12,3,6way,train,Ses04M_impro04_
like,0.21875,7,33,5,6way,train,Ses04M_impro04_
like,0.28125,9,33,5,6way,train,Ses04M_impro04_
like,0.375,12,33,5,6way,train,Ses04M_impro04_
like,0.53125,17,33,5,6way,train,Ses04M_impro04_
but,0.5,16,33,5,6way,train,Ses04M_impro04_
and,0.125,4,33,5,6way,train,Ses04M_impro04_
and,0.8125,26,33,5,6way,train,Ses04M_impro04_
but,0.04,1,26,3,6way,train,Ses04M_impro04_
and,0.72,18,26,3,6way,train,Ses04M_impro04_
and,1.0,25,26,3,6way,train,Ses04M_impro04_
like,0.037037037037037035,1,28,5,6way,train,Ses04M_impro04_
but,0.0,0,28,5,6way,train,Ses04M_impro04_
and,0.2222222222222222,6,28,5,6way,train,Ses04M_impro04_
like,0.5555555555555556,20,37,3,6way,train,Ses04M_impro04_
so,0.3611111111111111,13,37,3,6way,train,Ses04M_impro04_
so,0.7222222222222222,26,37,3,6way,train,Ses04M_impro04_
well,0.0,0,37,3,6way,train,Ses04M_impro04_
maybe,0.19444444444444445,7,37,3,6way,train,Ses04M_impro04_
maybe,0.5833333333333334,21,37,3,6way,train,Ses04M_impro04_
so,0.625,25,41,5,6way,train,Ses04M_impro04_
i mean,0.875,35,41,5,6way,train,Ses04M_impro04_
well,0.0,0,8,3,6way,train,Ses04M_impro04_
so,0.5217391304347826,12,24,3,6way,train,Ses04M_impro04_
and,0.2608695652173913,6,24,3,6way,train,Ses04M_impro04_
and,0.43478260869565216,10,24,3,6way,train,Ses04M_impro04_
and,0.5652173913043478,13,24,3,6way,train,Ses04M_impro04_
like,0.23809523809523808,5,22,5,6way,train,Ses04M_impro04_
like,0.5238095238095238,11,22,5,6way,train,Ses04M_impro04_
but,0.047619047619047616,1,22,5,6way,train,Ses04M_impro04_
but,0.19047619047619047,4,22,5,6way,train,Ses04M_impro04_
and,0.8571428571428571,18,22,5,6way,train,Ses04M_impro04_
like,0.1794871794871795,7,40,5,6way,train,Ses04M_impro04_
like,0.3333333333333333,13,40,5,6way,train,Ses04M_impro04_
like,0.5384615384615384,21,40,5,6way,train,Ses04M_impro04_
like,0.6666666666666666,26,40,5,6way,train,Ses04M_impro04_
but,0.7948717948717948,31,40,5,6way,train,Ses04M_impro04_
so,0.875,28,33,3,6way,train,Ses04M_impro04_
well,0.0,0,33,3,6way,train,Ses04M_impro04_
and,0.3125,10,33,3,6way,train,Ses04M_impro04_
and,0.59375,19,33,3,6way,train,Ses04M_impro04_
maybe,0.03125,1,33,3,6way,train,Ses04M_impro04_
maybe,0.625,20,33,3,6way,train,Ses04M_impro04_
you know,0.0,0,7,5,6way,train,Ses04M_impro04_
like,0.9411764705882353,32,35,5,6way,train,Ses04M_impro04_
so,0.8529411764705882,29,35,5,6way,train,Ses04M_impro04_
but,0.7941176470588235,27,35,5,6way,train,Ses04M_impro04_
and,0.38235294117647056,13,35,5,6way,train,Ses04M_impro04_
and,0.5294117647058824,18,35,5,6way,train,Ses04M_impro04_
and,0.7058823529411765,24,35,5,6way,train,Ses04M_impro04_
and,0.7647058823529411,26,35,5,6way,train,Ses04M_impro04_
like,0.6,3,6,3,6way,train,Ses04M_impro04_
so,0.4,2,6,3,6way,train,Ses04M_impro04_
well,0.0,0,6,3,6way,train,Ses04M_impro04_
so,0.8823529411764706,30,35,5,6way,train,Ses04M_impro04_
though,0.38235294117647056,13,35,5,6way,train,Ses04M_impro04_
and,0.3235294117647059,11,35,5,6way,train,Ses04M_impro04_
and,0.29411764705882354,5,18,5,6way,train,Ses04M_impro04_
and,0.6470588235294118,11,18,5,6way,train,Ses04M_impro04_
and,0.7142857142857143,10,15,-1,6way,train,Ses04M_impro04_
well,0.0,0,9,3,6way,train,Ses04M_impro04_
i think,0.0,0,18,3,6way,train,Ses04M_impro04_
maybe,0.11764705882352941,2,18,3,6way,train,Ses04M_impro04_
though,1.0,7,8,-1,6way,train,Ses04M_impro04_
so,0.3157894736842105,6,20,-1,6way,train,Ses04M_impro04_
so,1.0,1,2,3,6way,train,Ses04M_impro05_
like,0.5555555555555556,10,19,5,6way,train,Ses04M_impro05_
so,0.7777777777777778,14,19,5,6way,train,Ses04M_impro05_
so,0.8888888888888888,16,19,5,6way,train,Ses04M_impro05_
and,0.8333333333333334,15,19,5,6way,train,Ses04M_impro05_
oh,0.0,0,4,-1,6way,train,Ses04M_impro05_
oh,0.3333333333333333,1,4,-1,6way,train,Ses04M_impro05_
though,0.2,1,6,-1,6way,train,Ses04M_impro05_
and,0.7419354838709677,23,32,5,6way,train,Ses04M_impro05_
so,0.6,6,11,5,6way,train,Ses04M_impro05_
so,0.3333333333333333,10,31,5,6way,train,Ses04M_impro05_
and,0.0,0,31,5,6way,train,Ses04M_impro05_
and,0.7,21,31,5,6way,train,Ses04M_impro05_
so,0.6923076923076923,9,14,3,6way,train,Ses04M_impro05_
but,0.125,1,9,3,6way,train,Ses04M_impro05_
but,0.18181818181818182,2,12,0,6way,train,Ses04M_impro05_
but,0.0,0,12,5,6way,train,Ses04M_impro05_
so,0.15384615384615385,2,14,5,6way,train,Ses04M_impro05_
and,0.8888888888888888,16,19,0,6way,train,Ses04M_impro05_
and,0.0,0,11,5,6way,train,Ses04M_impro05_
like,0.20689655172413793,6,30,-1,6way,train,Ses04M_impro05_
but,0.4827586206896552,14,30,-1,6way,train,Ses04M_impro05_
so,1.0,2,3,5,6way,train,Ses04M_impro05_
so,0.15384615384615385,2,14,3,6way,train,Ses04M_impro05_
so,0.9166666666666666,11,13,0,6way,train,Ses04M_impro05_
but,0.4166666666666667,5,13,0,6way,train,Ses04M_impro05_
but,0.0,0,7,3,6way,train,Ses04M_impro05_
but,0.9375,15,17,5,6way,train,Ses04M_impro05_
but,0.14893617021276595,7,48,-1,6way,train,Ses04M_impro05_
and,0.425531914893617,20,48,-1,6way,train,Ses04M_impro05_
and,0.8936170212765957,42,48,-1,6way,train,Ses04M_impro05_
and,0.8181818181818182,9,12,5,6way,train,Ses04M_impro05_
so,0.42857142857142855,6,15,0,6way,train,Ses04M_impro05_
but,0.0,0,15,0,6way,train,Ses04M_impro05_
but,0.0,0,11,5,6way,train,Ses04M_impro05_
but,0.5,5,11,5,6way,train,Ses04M_impro05_
but,0.0,0,20,5,6way,train,Ses04M_impro05_
like,0.39285714285714285,11,29,5,6way,train,Ses04M_impro05_
but,0.8571428571428571,24,29,5,6way,train,Ses04M_impro05_
but,0.0,0,13,5,6way,train,Ses04M_impro05_
and,0.0,0,7,5,6way,train,Ses04M_impro05_
like,1.0,12,13,5,6way,train,Ses04M_impro05_
and,0.2857142857142857,4,15,5,6way,train,Ses04M_impro05_
so,0.0,0,12,5,6way,train,Ses04M_impro05_
but,0.0,0,4,5,6way,train,Ses04M_impro05_
and,0.9166666666666666,11,13,5,6way,train,Ses04M_impro05_
so,0.058823529411764705,1,18,5,6way,train,Ses04M_impro05_
but,1.0,44,45,5,6way,train,Ses04M_impro05_
but,1.0,4,5,3,6way,train,Ses04M_impro05_
and,0.5294117647058824,9,18,5,6way,train,Ses04M_impro05_
and,0.8235294117647058,14,18,5,6way,train,Ses04M_impro05_
but,0.0,0,34,5,6way,train,Ses04M_impro05_
and,0.7272727272727273,24,34,5,6way,train,Ses04M_impro05_
maybe,0.30303030303030304,10,34,5,6way,train,Ses04M_impro05_
and,0.4642857142857143,13,29,5,6way,train,Ses04M_impro05_
however,0.4,6,16,5,6way,train,Ses04M_impro05_
and,0.0,0,16,5,6way,train,Ses04M_impro05_
but,0.0,0,17,5,6way,train,Ses04M_impro05_
but,0.3125,5,17,5,6way,train,Ses04M_impro05_
oh,0.0,0,2,5,6way,train,Ses04M_impro05_
but,0.0,0,17,5,6way,train,Ses04M_impro05_
so,0.3333333333333333,1,4,5,6way,train,Ses04M_impro05_
but,1.0,3,4,5,6way,train,Ses04M_impro05_
so,1.0,2,3,5,6way,train,Ses04M_impro05_
so,0.45454545454545453,5,12,0,6way,train,Ses04M_impro05_
so,0.0,0,13,0,6way,train,Ses04M_impro05_
and,0.5833333333333334,7,13,0,6way,train,Ses04M_impro05_
so,1.0,1,2,2,6way,train,Ses04M_impro06_
but,1.0,13,14,2,6way,train,Ses04M_impro06_
so,0.8235294117647058,14,18,2,6way,train,Ses04M_impro06_
and,0.25,6,25,2,6way,train,Ses04M_impro06_
and,0.4166666666666667,10,25,2,6way,train,Ses04M_impro06_
so,0.25,1,5,2,6way,train,Ses04M_impro06_
but,0.0,0,18,2,6way,train,Ses04M_impro06_
but,1.0,5,6,2,6way,train,Ses04M_impro06_
like,0.7272727272727273,8,12,2,6way,train,Ses04M_impro06_
and,0.6875,11,17,2,6way,train,Ses04M_impro06_
but,0.3548387096774194,11,32,2,6way,train,Ses04M_impro06_
well,0.0,0,32,2,6way,train,Ses04M_impro06_
so,0.3076923076923077,4,14,2,6way,train,Ses04M_impro06_
so,0.8461538461538461,11,14,2,6way,train,Ses04M_impro06_
but,0.6153846153846154,8,14,2,6way,train,Ses04M_impro06_
but,0.18604651162790697,8,44,2,6way,train,Ses04M_impro06_
and,0.3023255813953488,13,44,2,6way,train,Ses04M_impro06_
and,0.8837209302325582,38,44,2,6way,train,Ses04M_impro06_
like,0.5,6,13,2,6way,train,Ses04M_impro06_
so,0.2,4,21,2,6way,train,Ses04M_impro06_
so,0.25,5,21,2,6way,train,Ses04M_impro06_
so,0.4,4,11,2,6way,train,Ses04M_impro06_
like,0.07692307692307693,1,14,2,6way,train,Ses04M_impro06_
so,0.35714285714285715,5,15,2,6way,train,Ses04M_impro06_
so,0.23076923076923078,3,14,2,6way,train,Ses04M_impro06_
so,0.38461538461538464,5,14,2,6way,train,Ses04M_impro06_
but,1.0,6,7,2,6way,train,Ses04M_impro06_
so,0.04,1,26,4,6way,train,Ses04M_impro07_
but,0.32,8,26,4,6way,train,Ses04M_impro07_
and,0.72,18,26,4,6way,train,Ses04M_impro07_
but,1.0,16,17,4,6way,train,Ses04M_impro07_
so,1.0,5,6,4,6way,train,Ses04M_impro07_
like,0.25925925925925924,14,55,-1,6way,train,Ses04M_impro07_
like,0.4074074074074074,22,55,-1,6way,train,Ses04M_impro07_
so,0.7037037037037037,38,55,-1,6way,train,Ses04M_impro07_
oh,0.9444444444444444,51,55,-1,6way,train,Ses04M_impro07_
and,0.7962962962962963,43,55,-1,6way,train,Ses04M_impro07_
well,0.4583333333333333,11,25,4,6way,train,Ses04M_impro07_
and,0.7142857142857143,5,8,-1,6way,train,Ses04M_impro07_
like,0.11764705882352941,2,18,1,6way,train,Ses04M_impro07_
so,0.7647058823529411,13,18,1,6way,train,Ses04M_impro07_
and,0.0,0,2,1,6way,train,Ses04M_impro07_
so,0.35294117647058826,6,18,1,6way,train,Ses04M_impro07_
but,0.4117647058823529,7,18,1,6way,train,Ses04M_impro07_
i think,0.47058823529411764,8,18,1,6way,train,Ses04M_impro07_
you know,0.18181818181818182,2,12,1,6way,train,Ses04M_impro07_
and,0.0,0,12,1,6way,train,Ses04M_impro07_
and,0.5454545454545454,6,12,1,6way,train,Ses04M_impro07_
you know,0.875,7,9,4,6way,train,Ses04M_impro07_
and,0.75,6,9,4,6way,train,Ses04M_impro07_
like,0.2777777777777778,5,19,1,6way,train,Ses04M_impro07_
like,0.6666666666666666,12,19,1,6way,train,Ses04M_impro07_
you know,0.1111111111111111,2,19,1,6way,train,Ses04M_impro07_
and,0.6111111111111112,11,19,1,6way,train,Ses04M_impro07_
like,0.21428571428571427,3,15,1,6way,train,Ses04M_impro07_
so,0.0,0,15,1,6way,train,Ses04M_impro07_
and,0.14285714285714285,2,15,1,6way,train,Ses04M_impro07_
oh,0.0,0,7,1,6way,train,Ses04M_impro07_
so,0.21428571428571427,6,29,4,6way,train,Ses04M_impro07_
so,0.9285714285714286,26,29,4,6way,train,Ses04M_impro07_
but,0.03571428571428571,1,29,4,6way,train,Ses04M_impro07_
though,0.32142857142857145,9,29,4,6way,train,Ses04M_impro07_
and,0.5,14,29,4,6way,train,Ses04M_impro07_
so,0.8571428571428571,6,8,4,6way,train,Ses04M_impro07_
and,0.0,0,27,4,6way,train,Ses04M_impro07_
so,0.0,0,2,-1,6way,train,Ses04M_impro07_
like,0.7272727272727273,8,12,-1,6way,train,Ses04M_impro07_
like,0.3,3,11,-1,6way,train,Ses04M_impro07_
so,0.15789473684210525,3,20,-1,6way,train,Ses04M_impro07_
but,0.0,0,20,-1,6way,train,Ses04M_impro07_
well,0.0,0,2,4,6way,train,Ses04M_impro07_
and,0.06666666666666667,1,16,4,6way,train,Ses04M_impro07_
and,0.5333333333333333,8,16,4,6way,train,Ses04M_impro07_
i think,0.5,10,21,4,6way,train,Ses04M_impro07_
and,0.25,5,21,4,6way,train,Ses04M_impro07_
and,0.3,6,21,4,6way,train,Ses04M_impro07_
like,0.25,4,17,-1,6way,train,Ses04M_impro07_
and,1.0,16,17,-1,6way,train,Ses04M_impro07_
and,0.07692307692307693,1,14,-1,6way,train,Ses04M_impro07_
so,0.6923076923076923,9,14,-1,6way,train,Ses04M_impro07_
well,0.0,0,14,-1,6way,train,Ses04M_impro07_
well,0.1,1,11,-1,6way,train,Ses04M_impro07_
so,0.26666666666666666,4,16,-1,6way,train,Ses04M_impro07_
so,0.4,6,16,-1,6way,train,Ses04M_impro07_
but,0.13333333333333333,2,16,-1,6way,train,Ses04M_impro07_
oh,0.8,4,6,3,6way,train,Ses04M_impro07_
but,0.0,0,6,4,6way,train,Ses04M_impro07_
like,0.9444444444444444,17,19,3,6way,train,Ses04M_impro07_
so,0.8571428571428571,24,29,-1,6way,train,Ses04M_impro07_
though,0.4230769230769231,11,27,-1,6way,train,Ses04M_impro07_
and,0.7692307692307693,20,27,-1,6way,train,Ses04M_impro07_
but,0.7777777777777778,21,28,-1,6way,train,Ses04M_impro07_
though,0.1111111111111111,3,28,-1,6way,train,Ses04M_impro07_
like,1.0,6,7,3,6way,train,Ses04M_impro07_
but,0.8333333333333334,5,7,3,6way,train,Ses04M_impro07_
well,0.16666666666666666,1,7,3,6way,train,Ses04M_impro07_
so,0.3333333333333333,1,4,3,6way,train,Ses04M_impro07_
maybe,0.0,0,4,3,6way,train,Ses04M_impro07_
and,0.625,5,9,4,6way,train,Ses04M_impro07_
well,0.7,7,11,-1,6way,train,Ses04M_impro07_
oh,0.6,6,11,-1,6way,train,Ses04M_impro07_
and,0.0,0,11,-1,6way,train,Ses04M_impro07_
and,0.4,4,11,-1,6way,train,Ses04M_impro07_
like,0.5,11,23,-1,6way,train,Ses04M_impro07_
so,0.045454545454545456,1,23,-1,6way,train,Ses04M_impro07_
and,0.13636363636363635,3,23,-1,6way,train,Ses04M_impro07_
and,0.45454545454545453,10,23,-1,6way,train,Ses04M_impro07_
maybe,0.0,0,6,-1,6way,train,Ses04M_impro07_
so,0.7647058823529411,13,18,3,6way,train,Ses04M_impro07_
but,0.11764705882352941,2,18,3,6way,train,Ses04M_impro07_
i mean,0.9411764705882353,16,18,3,6way,train,Ses04M_impro07_
though,0.8235294117647058,14,18,3,6way,train,Ses04M_impro07_
like,0.15384615384615385,4,27,3,6way,train,Ses04M_impro07_
like,0.6153846153846154,16,27,3,6way,train,Ses04M_impro07_
like,0.8846153846153846,23,27,3,6way,train,Ses04M_impro07_
so,0.7692307692307693,20,27,3,6way,train,Ses04M_impro07_
but,0.9615384615384616,25,27,3,6way,train,Ses04M_impro07_
like,0.4,6,16,3,6way,train,Ses04M_impro07_
so,0.8666666666666667,13,16,3,6way,train,Ses04M_impro07_
so,0.2857142857142857,4,15,-1,6way,train,Ses04M_impro07_
well,0.0,0,15,-1,6way,train,Ses04M_impro07_
well,0.0,0,7,3,6way,train,Ses04M_impro07_
like,0.7142857142857143,5,8,5,6way,train,Ses04M_impro08_
like,0.8333333333333334,10,13,5,6way,train,Ses04M_impro08_
and,0.03225806451612903,1,32,5,6way,train,Ses04M_impro08_
and,0.3548387096774194,11,32,5,6way,train,Ses04M_impro08_
and,0.41935483870967744,13,32,5,6way,train,Ses04M_impro08_
and,0.4838709677419355,15,32,5,6way,train,Ses04M_impro08_
and,0.6451612903225806,20,32,5,6way,train,Ses04M_impro08_
well,0.0,0,5,5,6way,train,Ses04M_impro08_
like,0.4375,7,17,5,6way,train,Ses04M_impro08_
so,0.0,0,8,5,6way,train,Ses04M_impro08_
so,0.0,0,9,3,6way,train,Ses04M_impro08_
well,0.0,0,13,5,6way,train,Ses04M_impro08_
and,0.9166666666666666,11,13,5,6way,train,Ses04M_impro08_
so,0.0,0,6,5,6way,train,Ses04M_impro08_
like,0.75,3,5,5,6way,train,Ses04M_impro08_
but,0.25,1,5,5,6way,train,Ses04M_impro08_
and,0.7777777777777778,14,19,3,6way,train,Ses04M_impro08_
but,0.0,0,22,5,6way,train,Ses04M_impro08_
and,0.0,0,41,-1,6way,train,Ses04M_impro08_
and,0.15,6,41,-1,6way,train,Ses04M_impro08_
and,0.3,12,41,-1,6way,train,Ses04M_impro08_
and,0.725,29,41,-1,6way,train,Ses04M_impro08_
so,0.7941176470588235,54,69,5,6way,train,Ses04M_impro08_
so,0.8235294117647058,56,69,5,6way,train,Ses04M_impro08_
and,0.5441176470588235,37,69,5,6way,train,Ses04M_impro08_
and,0.6911764705882353,47,69,5,6way,train,Ses04M_impro08_
and,0.9411764705882353,64,69,5,6way,train,Ses04M_impro08_
so,0.7142857142857143,5,8,5,6way,train,Ses04M_impro08_
and,0.0,0,8,5,6way,train,Ses04M_impro08_
like,0.3333333333333333,8,25,5,6way,train,Ses04M_impro08_
you know,0.041666666666666664,1,25,5,6way,train,Ses04M_impro08_
like,0.7333333333333333,22,31,3,6way,train,Ses04M_impro08_
like,0.3,6,21,3,6way,train,Ses04M_impro08_
but,0.25,5,21,3,6way,train,Ses04M_impro08_
so,0.0,0,11,-1,6way,train,Ses04M_impro08_
so,0.8333333333333334,5,7,1,6way,train,Ses04M_impro08_
oh,0.0,0,7,1,6way,train,Ses04M_impro08_
but,0.9166666666666666,11,13,1,6way,train,Ses04M_impro08_
so,0.9,9,11,3,6way,train,Ses04M_impro08_
so,0.18181818181818182,2,12,3,6way,train,Ses04M_impro08_
so,0.41304347826086957,19,47,3,6way,train,Ses04M_impro08_
oh,0.0,0,47,3,6way,train,Ses04M_impro08_
oh,0.6521739130434783,30,47,3,6way,train,Ses04M_impro08_
oh,0.8043478260869565,37,47,3,6way,train,Ses04M_impro08_
though,0.2391304347826087,11,47,3,6way,train,Ses04M_impro08_
maybe,0.30434782608695654,14,47,3,6way,train,Ses04M_impro08_
so,0.75,9,13,-1,6way,train,Ses04M_impro08_
though,0.4166666666666667,5,13,-1,6way,train,Ses04M_impro08_
like,0.13333333333333333,2,16,3,6way,train,Ses04M_impro08_
like,0.4666666666666667,7,16,3,6way,train,Ses04M_impro08_
but,0.5333333333333333,8,16,3,6way,train,Ses04M_impro08_
so,0.9642857142857143,27,29,3,6way,train,Ses04M_impro08_
and,0.7857142857142857,22,29,3,6way,train,Ses04M_impro08_
and,0.6,6,11,3,6way,train,Ses04M_impro08_
well,0.18181818181818182,2,12,-1,6way,train,Ses04M_impro08_
and,0.36363636363636365,4,12,-1,6way,train,Ses04M_impro08_
maybe,0.35714285714285715,5,15,3,6way,train,Ses04M_script01
and,0.36363636363636365,8,23,-1,6way,train,Ses04M_script01
and,0.5454545454545454,12,23,-1,6way,train,Ses04M_script01
and,0.75,12,17,-1,6way,train,Ses04M_script01
i guess,0.0,0,4,-1,6way,train,Ses04M_script01
like,0.2727272727272727,3,12,2,6way,train,Ses04M_script01
but,0.42105263157894735,8,20,5,6way,train,Ses04M_script01
and,0.7333333333333333,11,16,-1,6way,train,Ses04M_script01
you know,0.0,0,25,-1,6way,train,Ses04M_script01
and,0.2916666666666667,7,25,-1,6way,train,Ses04M_script01
but,0.4117647058823529,7,18,5,6way,train,Ses04M_script01
so,0.896551724137931,26,30,0,6way,train,Ses04M_script01
but,0.2413793103448276,7,30,0,6way,train,Ses04M_script01
but,0.6551724137931034,19,30,0,6way,train,Ses04M_script01
and,0.13793103448275862,4,30,0,6way,train,Ses04M_script01
and,0.7931034482758621,23,30,0,6way,train,Ses04M_script01
so,0.2962962962962963,8,28,-1,6way,train,Ses04M_script01
so,0.5185185185185185,14,28,-1,6way,train,Ses04M_script01
so,0.8518518518518519,23,28,-1,6way,train,Ses04M_script01
you know,0.3333333333333333,4,13,5,6way,train,Ses04M_script01
you know,0.0,0,3,5,6way,train,Ses04M_script01
but,0.625,5,9,-1,6way,train,Ses04M_script01
well,0.0,0,9,-1,6way,train,Ses04M_script01
well,0.0,0,6,3,6way,train,Ses04M_script01
you know,0.0,0,7,5,6way,train,Ses04M_script01
well,0.0,0,13,3,6way,train,Ses04M_script01
well,0.0,0,9,0,6way,train,Ses04M_script01
you know,0.25,2,9,0,6way,train,Ses04M_script01
so,0.0,0,33,0,6way,train,Ses04M_script01
you know,0.125,4,33,0,6way,train,Ses04M_script01
and,0.5625,18,33,0,6way,train,Ses04M_script01
and,0.5,8,17,0,6way,train,Ses04M_script01
but,0.5,13,27,5,6way,train,Ses04M_script01
you know,0.3076923076923077,8,27,5,6way,train,Ses04M_script01
so,0.38235294117647056,13,35,5,6way,train,Ses04M_script01
but,0.17647058823529413,6,35,5,6way,train,Ses04M_script01
yet,1.0,4,5,-1,6way,train,Ses04M_script01
you know,0.14285714285714285,2,15,3,6way,train,Ses04M_script01
maybe,0.5,7,15,3,6way,train,Ses04M_script01
well,0.0,0,33,-1,6way,train,Ses04M_script01
i think,0.40625,13,33,-1,6way,train,Ses04M_script01
so,0.0,0,7,-1,6way,train,Ses04M_script01
but,0.14285714285714285,5,36,-1,6way,train,Ses04M_script01
well,0.0,0,36,-1,6way,train,Ses04M_script01
so,0.6,6,11,3,6way,train,Ses04M_script01
so,0.6,3,6,3,6way,train,Ses04M_script01
though,1.0,5,6,3,6way,train,Ses04M_script01
though,0.6,6,11,5,6way,train,Ses04M_script01
and,0.391304347826087,9,24,2,6way,train,Ses04M_script01
so,0.6666666666666666,8,13,-1,6way,train,Ses04M_script01
and,0.5,6,13,-1,6way,train,Ses04M_script01
maybe,0.8333333333333334,10,13,-1,6way,train,Ses04M_script01
so,0.3076923076923077,4,14,5,6way,train,Ses04M_script01
like,0.08,2,26,0,6way,train,Ses04M_script01
so,0.20689655172413793,6,30,-1,6way,train,Ses04M_script01
so,0.41379310344827586,12,30,-1,6way,train,Ses04M_script01
so,0.4166666666666667,5,13,-1,6way,train,Ses04M_script01
like,0.8333333333333334,5,7,0,6way,train,Ses04M_script01
like,0.18518518518518517,5,28,0,6way,train,Ses04M_script01
but,0.037037037037037035,1,28,0,6way,train,Ses04M_script01
but,0.0,0,8,0,6way,train,Ses04M_script01
and,0.7333333333333333,11,16,-1,6way,train,Ses04M_script01
so,0.0,0,6,-1,6way,train,Ses04M_script01
so,0.6,3,6,-1,6way,train,Ses04M_script01
so,0.25,2,9,-1,6way,train,Ses04M_script01
but,0.375,3,9,-1,6way,train,Ses04M_script01
and,0.375,3,9,-1,6way,train,Ses04M_script01
well,0.0,0,9,-1,6way,train,Ses04M_script01
so,0.6296296296296297,17,28,-1,6way,train,Ses04M_script01
but,0.6666666666666666,18,28,-1,6way,train,Ses04M_script01
well,0.0,0,5,-1,6way,train,Ses04M_script01
you know,0.18181818181818182,2,12,-1,6way,train,Ses04M_script01
i guess,0.0,0,12,-1,6way,train,Ses04M_script01
i guess,0.0,0,7,-1,6way,train,Ses04M_script01
so,0.4782608695652174,11,24,-1,6way,train,Ses04M_script01
so,0.6521739130434783,15,24,-1,6way,train,Ses04M_script01
so,0.4,2,6,-1,6way,train,Ses04M_script01
and,0.44,11,26,1,6way,train,Ses04M_script01
and,0.6538461538461539,17,27,1,6way,train,Ses04M_script01
so,0.9166666666666666,11,13,-1,6way,train,Ses04M_script01
like,0.25,1,5,-1,6way,train,Ses04M_script01
like,0.0,0,12,-1,6way,train,Ses04M_script01
like,0.45454545454545453,5,12,-1,6way,train,Ses04M_script01
so,0.2222222222222222,2,10,-1,6way,train,Ses04M_script01
like,0.75,3,5,-1,6way,train,Ses04M_script01
